id,Nombre,codigo,localidad_id,active
866,PUENTE LARGO,009124,11,TRUE
61,SAN CRISTOBAL NORTE,008505,1,TRUE
767,PARQUE POPULAR SALITRE,005115,13,TRUE
682,EL TINTAL CENTRAL,006423,9,TRUE
215,BELLO HORIZONTE,001304,4,TRUE
422,EL CARMEN,002407,6,TRUE
280,ARRAYANES I,002601,18,TRUE
1115,NACIONES UNIDAS,002546,19,TRUE
901,POPULAR MODELO,005102,12,TRUE
305,ANTONIO JOSE DE SUCRE,002571,5,TRUE
1077,ARBORIZADORA ALTA II,002461,19,TRUE
743,ALAMOS,005643,10,TRUE
379,BARRANQUILLITA,002525,5,TRUE
1145,LAS VEGAS,109103,20,TRUE
1146,SAN JUAN,109104,20,TRUE
366,LA FISCALA NORTE,002597,18,TRUE
511,PASO ANCHO,004528,7,TRUE
513,EL RUBI,004536,8,TRUE
1149,LA UNION,109106,20,TRUE
1151,LAGUNITAS,109113,20,TRUE
173,EL DORADO,003209,4,TRUE
1016,GRANJAS DE SANTA SOFIA,001425,18,TRUE
1038,JUAN JOSE RONDON,002557,19,TRUE
1023,DIANA TURBAY CULTIVOS,001432,18,TRUE
83,PARAMO IV,208101,2,TRUE
216,VILLA DE LOS ALPES I,001430,4,TRUE
321,EL UVAL,202502,5,TRUE
1039,SIERRA MORENA.,002439,19,FALSE
516,JOSE ANTONIO GALAN,004569,8,TRUE
684,JARDIN BOTANICO,005506,13,TRUE
213,AGUAS CLARAS,201304,4,TRUE
950,CARACAS,001203,15,TRUE
908,SIETE DE AGOSTO,007311,12,TRUE
1006,PUERTO RICO,001427,18,TRUE
1041,EL TESORO,002547,19,TRUE
519,SAN BERNARDINO I,004597,7,TRUE
354,LA COMUNA,002612,5,TRUE
938,COMUNEROS,004202,16,TRUE
518,JIMENEZ DE QUESADA II SECTOR,004586,7,TRUE
218,SAN JAVIER,001110,4,TRUE
219,SOCIEGO,001205,18,TRUE
426,MEISSEN,002514,19,TRUE
538,SAN DIEGO-BOSA,004513,7,TRUE
425,EL PLAYON,001420,18,TRUE
509,BOSA,004522,8,TRUE
1036,CORDILLERA DEL SUR,002561,19,TRUE
220,CERROS DE ORIENTE,001428,18,TRUE
983,MONTES,004204,16,TRUE
633,LAS DELICIAS,004544,19,TRUE
1008,GUIPARMA,001429,18,TRUE
222,VILLA DE LOS ALPES,001408,4,TRUE
252,ALTOS DEL ZIPA,001342,4,TRUE
369,CHARALA,002611,5,TRUE
371,YOMASA NORTE,002586,19,TRUE
251,GRANADA SUR,001301,4,TRUE
221,RAMAJAL,001307,4,TRUE
1078,SOTAVENTO,002533,19,TRUE
177,LAS AGUAS,003103,17,TRUE
1045,VERONA,002412,19,TRUE
424,LA CORUNA,002420,19,TRUE
368,SAN FELIPE DE USME,002621,5,TRUE
373,VILLA DIANA,001335,5,TRUE
520,JIMENEZ DE QUESADA,004523,7,TRUE
988,BOCHICA,004211,16,TRUE
939,LA PEPITA,004110,14,TRUE
627,SANTA CATALINA,004584,8,TRUE
179,VITELMA,001103,4,TRUE
225,GUACAMAYAS III,001354,18,TRUE
226,ATENAS,001305,4,TRUE
1051,GIBRALTAR SUR,002554,19,TRUE
430,MOLINOS DEL SUR,001414,18,TRUE
1049,EL MINUTO DE MARIA,002564,19,TRUE
989,ALCALA,004407,16,TRUE
1050,ARABIA,002578,19,TRUE
180,VERACRUZ,003109,17,TRUE
526,OLARTE,004538,7,TRUE
1017,SAN AGUSTIN,001416,18,TRUE
1079,SAN RAFAEL,002539,19,TRUE
436,MADELENA,002415,19,TRUE
389,SANTA LIBRADA,002526,5,TRUE
381,NUEVO SAN ANDRES,002505,5,TRUE
533,LA ESTACION BOSA,004521,7,TRUE
994,OSPINA PEREZ,004406,16,TRUE
393,LA ANDREA,002524,5,TRUE
254,CIUDAD LONDRES RURAL,102312,5,TRUE
391,LOS OLIVARES,002604,5,TRUE
255,JUAN REY SUR,001347,5,TRUE
394,SAN JUAN BAUTISTA,002555,5,TRUE
955,EDUARDO FREY,002301,18,TRUE
1082,RINCON DE LA VALVANERA,002419,19,TRUE
996,OSPINA PEREZ SUR,004405,16,TRUE
435,VENECIA,002404,16,TRUE
227,LOS LIBERTADORES,001327,4,TRUE
1052,EL MOCHUELO II,104129,19,TRUE
1053,QUIBA URBANO,002583,19,TRUE
629,RENANIA URAPANES,004582,8,TRUE
954,SANTANDER,002105,15,TRUE
940,VERAGUAS,004109,16,TRUE
523,JOSE MARIA CARBONEL,004550,7,TRUE
990,REMANSO SUR,004412,16,TRUE
390,SALAZAR USME,002572,5,TRUE
256,SAN LUIS,001426,18,TRUE
524,BOITA,004516,8,TRUE
1009,CALLEJON SANTA BARBARA,001419,18,TRUE
229,GUACAMAYAS IV,001353,4,TRUE
230,LOS ALPES,001312,4,TRUE
374,AREA ARTILLERIA,002512,19,TRUE
258,MOLINOS DE ORIENTE,001104,4,TRUE
958,RESTREPO OCCIDENTAL,002104,18,TRUE
1094,VILLA CANDELARIA,002579,19,TRUE
264,MOLINO RURAL,101302,4,TRUE
231,LA BELLEZA,001338,5,TRUE
1103,BRISAS DEL VOLADOR,002587,19,TRUE
375,LA FISCALA,002590,5,TRUE
437,ISLA DEL SOL,002411,19,TRUE
408,SAN PEDRO SUR,001337,5,TRUE
274,LOS LAURELES I,201305,4,TRUE
942,LA ASUNCION,004203,16,TRUE
233,FISCALA ALTA,002602,5,TRUE
632,ALQUERIA,004409,16,TRUE
181,LA ESTANZUELA,004104,14,TRUE
963,BRAVO PAEZ,002306,18,TRUE
412,EL BOSQUE CENTRAL,102406,5,TRUE
276,POLICARPA,001211,15,TRUE
1022,INGLES,002307,18,TRUE
528,CEMENTERIO JARDINES APOGEO,004529,8,TRUE
417,EL VIRREY,002548,5,TRUE
635,PROVIVIENDA NORTE,004310,16,TRUE
279,VILLA DEL CERRO,001356,4,TRUE
235,LA MARIA,001109,4,TRUE
1060,SANTA VIVIANA,002442,19,TRUE
285,ALTOS DEL ZUQUE,001331,4,TRUE
1010,GUSTAVO RESTREPO,001402,18,TRUE
999,LA CAMELIA II,004317,16,TRUE
541,CLASS,004535,8,TRUE
1062,JUAN PABLO II,002552,19,TRUE
1123,EL MIRADOR DE LA ESTANCIA,002447,19,TRUE
539,GRAN COLOMBIANO,004539,7,TRUE
387,TUNJUELITO,002593,19,TRUE
1117,RINCON DE GALICIA,002424,19,TRUE
1024,CENTENARIO,002303,18,TRUE
253,BELLAVISTA SUR,001313,4,TRUE
1116,LOS TRES REYES I,002441,19,TRUE
1089,CIUDAD BOLIVAR RURAL I,104119,19,TRUE
266,LA GLORIA OCCIDENTAL,001311,4,TRUE
1118,EL ENSUENO,002416,19,TRUE
267,SAN JOSE SUR ORIENTAL,001314,4,TRUE
402,BOLONIA I,202203,5,FALSE
403,BOLONIA,002605,5,TRUE
404,GRAN YOMASA,002506,5,TRUE
1119,PERDOMO ALTO,002448,19,FALSE
1120,ARBORIZADORA ALTA,002569,19,FALSE
268,MONTE CARLO,001115,4,TRUE
201,SAN DIEGO,008107,3,TRUE
419,PALERMO SUR,002535,18,TRUE
1020,LA RESURRECCION,001413,18,TRUE
1025,LOS ARRAYANES II,001435,18,TRUE
1121,CASA DE TEJA,002534,19,TRUE
271,LA GLORIA ORIENTAL,001319,4,TRUE
1104,QUINTAS DEL SUR,002532,19,TRUE
272,CANADA O GUIRA,001330,18,TRUE
407,LA ESPERANZA SUR,002607,5,TRUE
409,LA ESPERANZA SUR I,202204,5,TRUE
445,ATLANTA,002422,19,TRUE
1110,LAS MANAS,002520,19,TRUE
420,LA PAZ,002566,18,TRUE
1111,ARBORIZADORA ALTA.,002568,19,FALSE
273,DIANA TURBAY ARRAYANES,001422,18,TRUE
1021,LA PICOTA ORIENTAL,002510,18,TRUE
275,MORALBA,001316,4,TRUE
537,EL REMANSO,205320,7,TRUE
416,TIHUAQUE RURAL,101307,5,TRUE
997,PRIMAVERA OCCIDENTAL,004205,16,TRUE
1112,SAN FRANCISCO,002515,19,TRUE
540,EL JARDIN,004561,7,TRUE
948,EL LISTON,006106,14,TRUE
277,EL TRIANGULO,201302,4,TRUE
1122,ESPINO,002423,19,TRUE
998,PENSILVANIA,004201,16,TRUE
446,MUZU,002413,19,TRUE
282,CALVO SUR,001210,4,TRUE
447,CLARET,002308,18,TRUE
202,LA MACARENA,008105,3,TRUE
286,LAS BRISAS,001101,4,TRUE
448,SAN BENITO,002509,19,TRUE
284,BARCELONA SUR,001424,18,TRUE
418,EL MOCHUELO ORIENTAL,002522,19,TRUE
203,EL ROCIO,003208,4,TRUE
450,ARBOLEDA SUR,001423,18,TRUE
